Trip_ID,Route_ID,Route_Name,Operator_Name,Bus_Number,Bus_Type,Departure_City,Arrival_City,Date,Day_Type,Departure_Time,Arrival_Time,Scheduled_Duration_Minutes,Actual_Duration_Minutes,Delay_Minutes,Passenger_Count,Bus_Capacity,Occupancy_Rate (%),Ticket_Fare_PKR,Ticket_Revenue_PKR,Fuel_Consumption_Liters,Driver_ID,Weather_Condition,Traffic_Level,Trip_Status,Departure_Hour,Arrival_Hour,Year,Month,Month_Number,Day,Weekday,Revenue_Category,Delay_Category,Occupancy_Category
TRP-00367,RT-025,Hyderabad to Rawalpindi,City Metro Bus,MUL-7586,Standard,Hyderabad,Rawalpindi,2025-04-26,Weekend,06:55,04:51,1300,1316,16,25,38,65.79,1680,42000,378.5,DRV-0020,Cloudy,Low,Completed,6,4.0,2025,April,4,26,Saturday,High,Moderate,High
TRP-00368,RT-056,Hyderabad to Faisalabad,Blue Line Transit,ISB-4278,Electric,Hyderabad,Faisalabad,2025-08-01,Weekday,16:20,08:12,921,952,31,42,54,77.78,1010,42420,63.2,DRV-0148,Cloudy,Moderate,Completed,16,8.0,2025,August,8,1,Friday,High,High,High
TRP-00369,RT-009,Faisalabad to Islamabad,National Express PK,QTA-9728,Standard,Faisalabad,Islamabad,2025-11-11,Weekday,17:45,23:22,333,337,4,26,36,72.22,400,10400,97.9,DRV-0077,Cloudy,Low,Completed,17,23.0,2025,November,11,11,Tuesday,Medium,On Time,High
TRP-00370,RT-047,Multan to Peshawar,Green Line Express,SGD-7757,Electric,Multan,Peshawar,2025-05-17,Weekend,13:50,03:15,805,805,0,38,59,64.41,725,27550,44.2,DRV-0119,Sunny,Low,Completed,13,3.0,2025,May,5,17,Saturday,High,On Time,High
TRP-00371,RT-013,Lahore to Sialkot,City Metro Bus,ISB-3235,Standard,Lahore,Sialkot,2025-01-15,Weekday,12:20,14:56,156,156,0,15,40,37.5,185,2775,32.9,DRV-0022,Cloudy,Low,Completed,12,14.0,2025,January,1,15,Wednesday,Low,On Time,Low
TRP-00372,RT-015,Islamabad to Peshawar,Blue Line Transit,QTA-2479,Hybrid,Islamabad,Peshawar,2025-07-23,Weekday,08:15,13:17,268,302,34,23,38,60.53,245,5635,40.8,DRV-0024,Cloudy,High,Completed,8,13.0,2025,July,7,23,Wednesday,Low,High,High
TRP-00373,RT-019,Faisalabad to Lahore,Sindh Rapid Transit,MUL-7388,AC,Faisalabad,Lahore,2025-05-01,Weekday,17:15,20:42,186,207,21,27,45,60.0,205,5535,42.9,DRV-0096,Sunny,Moderate,Completed,17,20.0,2025,May,5,1,Thursday,Low,Moderate,Medium
TRP-00374,RT-033,Multan to Lahore,National Express PK,ISB-3374,Mini Bus,Multan,Lahore,2025-07-05,Weekend,19:55,02:42,389,407,18,17,29,58.62,410,6970,68.5,DRV-0164,Sunny,High,Completed,19,2.0,2025,July,7,5,Saturday,Low,Moderate,Medium
TRP-00375,RT-006,Lahore to Multan,Pak Urban Transport,PES-1128,Mini Bus,Lahore,Multan,2025-07-21,Weekday,12:20,19:59,415,459,44,14,28,50.0,415,5810,67.6,DRV-0165,Sunny,High,Completed,12,19.0,2025,July,7,21,Monday,Low,High,Medium
TRP-00376,RT-016,Karachi to Hyderabad,Green Line Express,PES-8718,Mini Bus,Karachi,Hyderabad,2025-07-31,Weekday,14:55,19:37,219,282,63,19,26,73.08,235,4465,29.5,DRV-0141,Rainy,High,Completed,14,19.0,2025,July,7,31,Thursday,Low,Critical,High
TRP-00377,RT-085,Karachi to Quetta,Punjab Transit,SGD-3229,Electric,Karachi,Quetta,2025-01-02,Weekday,16:15,05:00,745,765,20,37,50,74.0,785,29045,40.4,DRV-0153,Cloudy,Low,Completed,16,5.0,2025,January,1,2,Thursday,High,Moderate,High
TRP-00378,RT-034,Multan to Quetta,Punjab Transit,QTA-6367,Standard,Multan,Quetta,2025-05-25,Weekend,10:05,20:57,634,652,18,26,40,65.0,680,17680,160.8,DRV-0143,Sunny,Low,Completed,10,20.0,2025,May,5,25,Sunday,Medium,Moderate,High
TRP-00379,RT-027,Lahore to Rawalpindi,Pak Urban Transport,SGD-3764,Standard,Lahore,Rawalpindi,2025-01-26,Weekend,16:45,00:13,417,448,31,21,43,48.84,435,9135,116.5,DRV-0117,Sunny,High,Completed,16,0.0,2025,January,1,26,Sunday,Low,High,Medium
TRP-00380,RT-086,Quetta to Lahore,Pak Urban Transport,SGD-5361,Standard,Quetta,Lahore,2025-05-28,Weekday,19:30,10:37,878,907,29,18,41,43.9,920,16560,240.7,DRV-0038,Cloudy,High,Completed,19,10.0,2025,May,5,28,Wednesday,Medium,Moderate,Medium
TRP-00381,RT-030,Peshawar to Islamabad,National Express PK,ISB-8506,Hybrid,Peshawar,Islamabad,2025-02-13,Weekday,04:35,09:50,266,315,49,25,45,55.56,275,6875,39.1,DRV-0153,Dust Storm,Low,Completed,4,9.0,2025,February,2,13,Thursday,Low,High,Medium
TRP-00382,RT-019,Faisalabad to Lahore,City Metro Bus,KHI-8715,AC,Faisalabad,Lahore,2025-07-01,Weekday,05:00,08:32,181,212,31,22,59,37.29,190,4180,47.2,DRV-0046,Sunny,High,Completed,5,8.0,2025,July,7,1,Tuesday,Low,High,Low
TRP-00383,RT-036,Faisalabad to Multan,Sindh Rapid Transit,KHI-2468,Mini Bus,Faisalabad,Multan,2025-06-12,Weekday,20:30,02:15,316,345,29,21,26,80.77,300,6300,39.0,DRV-0073,Sunny,High,Completed,20,2.0,2025,June,6,12,Thursday,Low,Moderate,Full
TRP-00384,RT-087,Sialkot to Faisalabad,Blue Line Transit,ISB-9049,Hybrid,Sialkot,Faisalabad,2025-03-19,Weekday,21:50,02:15,264,265,1,29,49,59.18,270,7830,46.1,DRV-0042,Sunny,Low,Completed,21,2.0,2025,March,3,19,Wednesday,Low,On Time,Medium
TRP-00385,RT-084,Lahore to Peshawar,National Express PK,ISB-8949,Standard,Lahore,Peshawar,2025-08-23,Weekend,19:05,03:56,526,531,5,36,39,92.31,610,21960,147.6,DRV-0070,Sunny,Low,Completed,19,3.0,2025,August,8,23,Saturday,Medium,On Time,Full
TRP-00386,RT-028,Rawalpindi to Sialkot,City Metro Bus,MUL-3958,AC,Rawalpindi,Sialkot,2025-08-02,Weekend,06:15,11:20,280,305,25,31,43,72.09,325,10075,80.8,DRV-0028,Foggy,Low,Completed,6,11.0,2025,August,8,2,Saturday,Medium,Moderate,High
TRP-00387,RT-020,Islamabad to Karachi,National Express PK,ISB-1095,AC,Islamabad,Karachi,2025-06-18,Weekday,05:50,04:42,1340,1372,32,25,54,46.3,1460,36500,441.2,DRV-0013,Sunny,High,Completed,5,4.0,2025,June,6,18,Wednesday,High,High,Medium
TRP-00388,RT-014,Multan to Faisalabad,Green Line Express,MUL-7248,AC,Multan,Faisalabad,2025-02-17,Weekday,16:20,22:04,313,344,31,35,52,67.31,285,9975,76.5,DRV-0168,Sunny,High,Completed,16,22.0,2025,February,2,17,Monday,Low,High,High
TRP-00389,RT-030,Peshawar to Islamabad,Blue Line Transit,ISB-3151,Mini Bus,Peshawar,Islamabad,2025-07-03,Weekday,07:25,11:44,240,259,19,18,32,56.25,240,4320,34.7,DRV-0109,Sunny,Low,Completed,7,11.0,2025,July,7,3,Thursday,Low,Moderate,Medium
TRP-00390,RT-022,Sialkot to Islamabad,Blue Line Transit,MUL-6599,Standard,Sialkot,Islamabad,2025-08-26,Weekday,11:50,17:25,304,335,31,22,39,56.41,335,7370,76.8,DRV-0123,Foggy,Moderate,Completed,11,17.0,2025,August,8,26,Tuesday,Low,High,Medium
TRP-00391,RT-008,Rawalpindi to Islamabad,Capital Bus Service,MUL-8007,Mini Bus,Rawalpindi,Islamabad,2025-06-01,Weekend,22:00,23:15,49,75,26,19,25,76.0,80,1520,3.0,DRV-0091,Cloudy,Moderate,Completed,22,23.0,2025,June,6,1,Sunday,Low,Moderate,High
TRP-00392,RT-019,Faisalabad to Lahore,City Metro Bus,QTA-8583,Standard,Faisalabad,Lahore,2025-04-02,Weekday,09:30,13:40,192,250,58,32,48,66.67,190,6080,40.5,DRV-0068,Foggy,Moderate,Completed,9,13.0,2025,April,4,2,Wednesday,Low,High,High
TRP-00393,RT-012,Islamabad to Rawalpindi,Green Line Express,MUL-5248,Mini Bus,Islamabad,Rawalpindi,2025-12-11,Weekday,07:30,08:31,47,61,14,17,25,68.0,80,1360,2.7,DRV-0169,Sunny,Low,Completed,7,8.0,2025,December,12,11,Thursday,Low,Minor,High
TRP-00394,RT-041,Sialkot to Quetta,Sindh Rapid Transit,QTA-7471,Mini Bus,Sialkot,Quetta,2025-06-04,Weekday,06:10,22:01,951,951,0,13,28,46.43,1060,13780,151.9,DRV-0167,Sunny,Low,Completed,6,22.0,2025,June,6,4,Wednesday,Medium,On Time,Medium
TRP-00395,RT-033,Multan to Lahore,Pak Urban Transport,SGD-8592,Standard,Multan,Lahore,2025-03-17,Weekday,19:30,03:22,422,472,50,31,40,77.5,405,12555,102.9,DRV-0150,Foggy,High,Completed,19,3.0,2025,March,3,17,Monday,Medium,High,High
TRP-00396,RT-015,Islamabad to Peshawar,Blue Line Transit,LEA-2682,Standard,Islamabad,Peshawar,2025-11-19,Weekday,17:30,21:30,221,240,19,36,44,81.82,270,9720,54.9,DRV-0125,Sunny,Low,Completed,17,21.0,2025,November,11,19,Wednesday,Low,Moderate,Full
TRP-00397,RT-005,Hyderabad to Karachi,Blue Line Transit,MUL-2040,AC,Hyderabad,Karachi,2025-05-18,Weekend,17:35,21:56,239,261,22,49,59,83.05,245,12005,54.7,DRV-0113,Foggy,Moderate,Completed,17,21.0,2025,May,5,18,Sunday,Medium,Moderate,Full
TRP-00398,RT-006,Lahore to Multan,Sindh Rapid Transit,SGD-8675,Hybrid,Lahore,Multan,2025-03-09,Weekend,13:55,21:00,360,425,65,36,48,75.0,405,14580,67.1,DRV-0023,Rainy,High,Completed,13,21.0,2025,March,3,9,Sunday,Medium,Critical,High
TRP-00399,RT-021,Islamabad to Sialkot,National Express PK,PES-9089,Standard,Islamabad,Sialkot,2025-06-05,Weekday,11:15,16:34,314,319,5,27,35,77.14,305,8235,77.3,DRV-0129,Sunny,Low,Completed,11,16.0,2025,June,6,5,Thursday,Low,On Time,High
TRP-00400,RT-031,Lahore to Faisalabad,Green Line Express,LEA-4671,Electric,Lahore,Faisalabad,2025-09-07,Weekend,12:25,16:00,157,215,58,37,41,90.24,205,7585,7.8,DRV-0113,Rainy,High,Completed,12,16.0,2025,September,9,7,Sunday,Low,High,Full
TRP-00401,RT-026,Sialkot to Lahore,Green Line Express,LEA-9311,Mini Bus,Sialkot,Lahore,2025-02-23,Weekend,09:50,13:39,181,229,48,21,28,75.0,195,4095,25.6,DRV-0026,Foggy,Low,Completed,9,13.0,2025,February,2,23,Sunday,Low,High,High
TRP-00402,RT-004,Quetta to Multan,Punjab Transit,KHI-8194,Standard,Quetta,Multan,2025-08-01,Weekday,04:15,14:40,579,625,46,33,50,66.0,615,20295,164.1,DRV-0063,Sunny,Moderate,Delayed,4,14.0,2025,August,8,1,Friday,Medium,High,High
TRP-00403,RT-036,Faisalabad to Multan,Pak Urban Transport,PES-7773,Standard,Faisalabad,Multan,2025-07-29,Weekday,18:40,23:38,266,298,32,24,46,52.17,295,7080,64.9,DRV-0103,Foggy,Moderate,Completed,18,23.0,2025,July,7,29,Tuesday,Low,High,Medium
TRP-00404,RT-015,Islamabad to Peshawar,City Metro Bus,QTA-3473,Electric,Islamabad,Peshawar,2025-10-22,Weekday,05:50,10:13,214,263,49,45,56,80.36,240,10800,12.4,DRV-0003,Dust Storm,Moderate,Completed,5,10.0,2025,October,10,22,Wednesday,Medium,High,Full
TRP-00405,RT-044,Islamabad to Hyderabad,National Express PK,MUL-8244,Electric,Islamabad,Hyderabad,2025-12-24,Weekday,15:50,15:35,1380,1425,45,33,46,71.74,1690,55770,90.0,DRV-0033,Foggy,Low,Completed,15,15.0,2025,December,12,24,Wednesday,Very High,High,High
TRP-00406,RT-036,Faisalabad to Multan,Green Line Express,ISB-9541,AC,Faisalabad,Multan,2025-06-24,Weekday,09:00,14:40,327,340,13,48,57,84.21,305,14640,79.6,DRV-0029,Cloudy,Low,Completed,9,14.0,2025,June,6,24,Tuesday,Medium,Minor,Full
TRP-00407,RT-036,Faisalabad to Multan,Sindh Rapid Transit,SGD-3043,Standard,Faisalabad,Multan,2025-08-18,Weekday,13:45,18:33,270,288,18,31,49,63.27,305,9455,57.8,DRV-0161,Sunny,Low,Completed,13,18.0,2025,August,8,18,Monday,Low,Moderate,High
TRP-00408,RT-029,Sialkot to Rawalpindi,Capital Bus Service,SGD-3293,Electric,Sialkot,Rawalpindi,2025-07-13,Weekend,20:55,02:30,321,335,14,28,50,56.0,310,8680,14.5,DRV-0106,Cloudy,Low,Completed,20,2.0,2025,July,7,13,Sunday,Low,Minor,Medium
TRP-00409,RT-016,Karachi to Hyderabad,Punjab Transit,PES-2279,AC,Karachi,Hyderabad,2025-07-09,Weekday,20:30,01:07,210,277,67,39,56,69.64,235,9165,57.2,DRV-0126,Rainy,High,Completed,20,1.0,2025,July,7,9,Wednesday,Low,Critical,High
TRP-00410,RT-030,Peshawar to Islamabad,Punjab Transit,PES-3119,AC,Peshawar,Islamabad,2025-12-27,Weekend,20:40,01:25,268,285,17,33,46,71.74,275,9075,67.0,DRV-0155,Sunny,Low,Completed,20,1.0,2025,December,12,27,Saturday,Low,Moderate,High
TRP-00411,RT-013,Lahore to Sialkot,Capital Bus Service,KHI-2929,Standard,Lahore,Sialkot,2025-07-10,Weekday,13:25,16:29,171,184,13,19,50,38.0,195,3705,32.5,DRV-0079,Sunny,Low,Completed,13,16.0,2025,July,7,10,Thursday,Low,Minor,Low
TRP-00412,RT-012,Islamabad to Rawalpindi,National Express PK,MUL-6712,Standard,Islamabad,Rawalpindi,2025-02-04,Weekday,05:30,07:16,62,106,44,19,44,43.18,85,1615,4.7,DRV-0163,Cloudy,High,Completed,5,7.0,2025,February,2,4,Tuesday,Low,High,Medium
TRP-00413,RT-010,Peshawar to Rawalpindi,Punjab Transit,ISB-2463,Mini Bus,Peshawar,Rawalpindi,2025-11-16,Weekend,17:30,21:42,238,252,14,27,31,87.1,230,6210,34.6,DRV-0043,Sunny,Low,Completed,17,21.0,2025,November,11,16,Sunday,Low,Minor,Full
TRP-00414,RT-050,Faisalabad to Sialkot,Green Line Express,LEA-4152,Electric,Faisalabad,Sialkot,2025-11-13,Weekday,21:45,02:05,256,260,4,39,58,67.24,300,11700,13.0,DRV-0137,Cloudy,Moderate,Completed,21,2.0,2025,November,11,13,Thursday,Medium,On Time,High
TRP-00415,RT-016,Karachi to Hyderabad,Pak Urban Transport,QTA-8278,Standard,Karachi,Hyderabad,2025-02-13,Weekday,21:45,01:58,225,253,28,13,36,36.11,240,3120,46.2,DRV-0136,Sunny,High,Completed,21,1.0,2025,February,2,13,Thursday,Low,Moderate,Low
TRP-00416,RT-030,Peshawar to Islamabad,Green Line Express,ISB-3359,AC,Peshawar,Islamabad,2025-04-04,Weekday,12:05,16:35,265,270,5,19,53,35.85,240,4560,58.2,DRV-0015,Cloudy,Low,Completed,12,16.0,2025,April,4,4,Friday,Low,On Time,Low
TRP-00417,RT-031,Lahore to Faisalabad,Blue Line Transit,ISB-7152,Hybrid,Lahore,Faisalabad,2025-03-03,Weekday,05:15,08:37,181,202,21,16,42,38.1,210,3360,23.4,DRV-0119,Sunny,High,Completed,5,8.0,2025,March,3,3,Monday,Low,Moderate,Low
TRP-00418,RT-081,Lahore to Quetta,Pak Urban Transport,LEA-5409,Hybrid,Lahore,Quetta,2025-10-11,Weekend,22:50,14:26,884,936,52,32,39,82.05,910,29120,165.9,DRV-0139,Sunny,Moderate,Delayed,22,14.0,2025,October,10,11,Saturday,High,High,Full
TRP-00419,RT-025,Hyderabad to Rawalpindi,National Express PK,SGD-8612,Standard,Hyderabad,Rawalpindi,2025-11-14,Weekday,13:50,11:28,1268,1298,30,30,35,85.71,1580,47400,452.4,DRV-0162,Sunny,High,Completed,13,11.0,2025,November,11,14,Friday,High,Moderate,Full
TRP-00420,RT-036,Faisalabad to Multan,Punjab Transit,MUL-2145,Mini Bus,Faisalabad,Multan,2025-06-03,Weekday,06:30,12:03,272,333,61,22,27,81.48,290,6380,39.1,DRV-0082,Rainy,High,Completed,6,12.0,2025,June,6,3,Tuesday,Low,Critical,Full
TRP-00421,RT-036,Faisalabad to Multan,National Express PK,QTA-6269,Standard,Faisalabad,Multan,2025-06-24,Weekday,10:35,15:03,256,268,12,26,45,57.78,305,7930,62.4,DRV-0003,Sunny,Moderate,Completed,10,15.0,2025,June,6,24,Tuesday,Low,Minor,Medium
TRP-00422,RT-002,Hyderabad to Peshawar,National Express PK,MUL-2329,Mini Bus,Hyderabad,Peshawar,2025-11-29,Weekend,06:40,05:52,1380,1392,12,30,35,85.71,1720,51600,300.9,DRV-0046,Sunny,Low,Completed,6,5.0,2025,November,11,29,Saturday,Very High,Minor,Full
TRP-00423,RT-038,Karachi to Lahore,Pak Urban Transport,KHI-1324,AC,Karachi,Lahore,2025-05-24,Weekend,15:15,13:23,1292,1328,36,29,59,49.15,1260,36540,365.6,DRV-0156,Cloudy,High,Completed,15,13.0,2025,May,5,24,Saturday,High,High,Medium
TRP-00424,RT-006,Lahore to Multan,Blue Line Transit,ISB-9197,Standard,Lahore,Multan,2025-09-10,Weekday,09:40,16:55,405,435,30,32,40,80.0,420,13440,95.7,DRV-0071,Sunny,Low,Delayed,9,16.0,2025,September,9,10,Wednesday,Medium,Moderate,High
TRP-00425,RT-017,Islamabad to Faisalabad,Capital Bus Service,PES-1032,Mini Bus,Islamabad,Faisalabad,2025-08-07,Weekday,05:25,11:42,355,377,22,23,31,74.19,420,9660,56.2,DRV-0058,Sunny,Moderate,Completed,5,11.0,2025,August,8,7,Thursday,Low,Moderate,High
TRP-00426,RT-026,Sialkot to Lahore,Sindh Rapid Transit,KHI-6483,Standard,Sialkot,Lahore,2025-02-11,Weekday,22:00,01:22,144,202,58,21,42,50.0,200,4200,37.0,DRV-0161,Dust Storm,Moderate,Delayed,22,1.0,2025,February,2,11,Tuesday,Low,High,Medium
TRP-00427,RT-085,Karachi to Quetta,City Metro Bus,QTA-6477,Electric,Karachi,Quetta,2025-05-09,Weekday,11:05,00:44,771,819,48,33,50,66.0,730,24090,44.1,DRV-0025,Rainy,High,Completed,11,0.0,2025,May,5,9,Friday,Medium,High,High
TRP-00428,RT-026,Sialkot to Lahore,City Metro Bus,PES-6132,Hybrid,Sialkot,Lahore,2025-12-22,Weekday,06:10,09:28,184,198,14,31,49,63.27,185,5735,28.5,DRV-0076,Sunny,High,Completed,6,9.0,2025,December,12,22,Monday,Low,Minor,High
TRP-00429,RT-084,Lahore to Peshawar,Blue Line Transit,MUL-1173,Standard,Lahore,Peshawar,2025-08-21,Weekday,16:35,02:06,531,571,40,20,38,52.63,565,11300,143.3,DRV-0050,Sunny,High,Completed,16,2.0,2025,August,8,21,Thursday,Medium,High,Medium
TRP-00430,RT-005,Hyderabad to Karachi,Green Line Express,SGD-4172,Electric,Hyderabad,Karachi,2025-10-21,Weekday,08:50,12:45,214,235,21,38,51,74.51,220,8360,11.4,DRV-0016,Sunny,High,Completed,8,12.0,2025,October,10,21,Tuesday,Low,Moderate,High
TRP-00431,RT-038,Karachi to Lahore,Sindh Rapid Transit,MUL-3385,AC,Karachi,Lahore,2025-03-17,Weekday,19:20,14:39,1155,1159,4,19,49,38.78,1340,25460,406.1,DRV-0130,Sunny,Low,Completed,19,14.0,2025,March,3,17,Monday,High,On Time,Low
TRP-00432,RT-005,Hyderabad to Karachi,Pak Urban Transport,QTA-4297,Hybrid,Hyderabad,Karachi,2025-02-05,Weekday,14:15,18:03,206,228,22,24,49,48.98,220,5280,35.9,DRV-0085,Cloudy,Moderate,Completed,14,18.0,2025,February,2,5,Wednesday,Low,Moderate,Medium
TRP-00433,RT-010,Peshawar to Rawalpindi,City Metro Bus,LEA-4654,AC,Peshawar,Rawalpindi,2025-12-21,Weekend,11:35,15:27,214,232,18,34,47,72.34,230,7820,61.2,DRV-0002,Sunny,Moderate,Completed,11,15.0,2025,December,12,21,Sunday,Low,Moderate,High
TRP-00434,RT-031,Lahore to Faisalabad,Green Line Express,PES-4185,Standard,Lahore,Faisalabad,2025-11-20,Weekday,22:25,01:50,192,205,13,18,35,51.43,190,3420,34.5,DRV-0142,Sunny,Moderate,Completed,22,1.0,2025,November,11,20,Thursday,Low,Minor,Medium
TRP-00435,RT-033,Multan to Lahore,Capital Bus Service,LEA-3248,Hybrid,Multan,Lahore,2025-07-14,Weekday,07:25,13:25,344,360,16,37,44,84.09,390,14430,69.2,DRV-0160,Sunny,Moderate,Completed,7,13.0,2025,July,7,14,Monday,Medium,Moderate,Full
TRP-00436,RT-013,Lahore to Sialkot,Punjab Transit,KHI-9725,Mini Bus,Lahore,Sialkot,2025-07-13,Weekend,15:25,18:09,158,164,6,30,35,85.71,200,6000,20.6,DRV-0039,Sunny,Low,Completed,15,18.0,2025,July,7,13,Sunday,Low,Minor,Full
TRP-00437,RT-005,Hyderabad to Karachi,Capital Bus Service,SGD-9327,Mini Bus,Hyderabad,Karachi,2025-10-27,Weekday,19:15,23:54,203,279,76,23,32,71.88,250,5750,30.1,DRV-0096,Rainy,High,Completed,19,23.0,2025,October,10,27,Monday,Low,Critical,High
TRP-00438,RT-011,Rawalpindi to Peshawar,Sindh Rapid Transit,PES-9106,AC,Rawalpindi,Peshawar,2025-08-31,Weekend,12:45,16:46,227,241,14,52,58,89.66,245,12740,55.0,DRV-0079,Cloudy,Low,Completed,12,16.0,2025,August,8,31,Sunday,Medium,Minor,Full
TRP-00439,RT-026,Sialkot to Lahore,Sindh Rapid Transit,LEA-3200,Standard,Sialkot,Lahore,2025-02-13,Weekday,13:35,16:40,162,185,23,25,42,59.52,195,4875,36.4,DRV-0105,Cloudy,Moderate,Completed,13,16.0,2025,February,2,13,Thursday,Low,Moderate,Medium
TRP-00440,RT-011,Rawalpindi to Peshawar,Blue Line Transit,PES-4830,Standard,Rawalpindi,Peshawar,2025-05-16,Weekday,06:25,10:14,200,229,29,18,44,40.91,230,4140,45.0,DRV-0093,Rainy,Moderate,Completed,6,10.0,2025,May,5,16,Friday,Low,Moderate,Medium
TRP-00441,RT-033,Multan to Lahore,Sindh Rapid Transit,QTA-5496,Standard,Multan,Lahore,2025-04-08,Weekday,08:55,15:14,358,379,21,33,43,76.74,445,14685,108.2,DRV-0168,Sunny,Moderate,Completed,8,15.0,2025,April,4,8,Tuesday,Medium,Moderate,High
TRP-00442,RT-009,Faisalabad to Islamabad,Punjab Transit,KHI-4717,Mini Bus,Faisalabad,Islamabad,2025-04-18,Weekday,19:15,01:31,348,376,28,19,33,57.58,390,7410,54.9,DRV-0179,Rainy,Moderate,Completed,19,1.0,2025,April,4,18,Friday,Low,Moderate,Medium
TRP-00443,RT-011,Rawalpindi to Peshawar,City Metro Bus,MUL-3102,AC,Rawalpindi,Peshawar,2025-06-06,Weekday,04:35,08:23,205,228,23,25,51,49.02,250,6250,54.5,DRV-0151,Sunny,Moderate,Completed,4,8.0,2025,June,6,6,Friday,Low,Moderate,Medium
TRP-00444,RT-005,Hyderabad to Karachi,Punjab Transit,ISB-7404,Hybrid,Hyderabad,Karachi,2025-07-15,Weekday,10:30,14:46,242,256,14,31,47,65.96,220,6820,31.0,DRV-0078,Sunny,Low,Completed,10,14.0,2025,July,7,15,Tuesday,Low,Minor,High
TRP-00445,RT-019,Faisalabad to Lahore,Punjab Transit,QTA-9005,Standard,Faisalabad,Lahore,2025-01-14,Weekday,09:15,12:38,191,203,12,18,47,38.3,210,3780,38.8,DRV-0133,Sunny,Moderate,Completed,9,12.0,2025,January,1,14,Tuesday,Low,Minor,Low
TRP-00446,RT-034,Multan to Quetta,Blue Line Transit,LEA-3115,AC,Multan,Quetta,2025-10-02,Weekday,17:35,04:48,590,673,83,22,52,42.31,605,13310,171.2,DRV-0148,Dust Storm,High,Delayed,17,4.0,2025,October,10,2,Thursday,Medium,Critical,Medium
TRP-00447,RT-028,Rawalpindi to Sialkot,National Express PK,LEA-3337,Standard,Rawalpindi,Sialkot,2025-08-17,Weekend,06:30,12:00,292,330,38,34,42,80.95,295,10030,68.8,DRV-0074,Cloudy,High,Completed,6,12.0,2025,August,8,17,Sunday,Medium,High,Full
TRP-00448,RT-034,Multan to Quetta,Capital Bus Service,SGD-3869,AC,Multan,Quetta,2025-08-01,Weekday,11:10,21:12,571,602,31,29,53,54.72,605,17545,165.9,DRV-0012,Sunny,High,Completed,11,21.0,2025,August,8,1,Friday,Medium,High,Medium
TRP-00449,RT-012,Islamabad to Rawalpindi,Capital Bus Service,LEA-4559,Electric,Islamabad,Rawalpindi,2025-09-10,Weekday,17:40,18:40,50,60,10,28,51,54.9,85,2380,0.9,DRV-0043,Sunny,Low,Completed,17,18.0,2025,September,9,10,Wednesday,Low,Minor,Medium
TRP-00450,RT-036,Faisalabad to Multan,City Metro Bus,QTA-8567,Standard,Faisalabad,Multan,2025-07-15,Weekday,14:55,20:18,294,323,29,28,41,68.29,305,8540,59.1,DRV-0119,Sunny,Low,Delayed,14,20.0,2025,July,7,15,Tuesday,Low,Moderate,High
TRP-00451,RT-031,Lahore to Faisalabad,Pak Urban Transport,PES-3297,Mini Bus,Lahore,Faisalabad,2025-08-30,Weekend,12:10,15:47,185,217,32,14,25,56.0,190,2660,22.5,DRV-0174,Cloudy,Low,Delayed,12,15.0,2025,August,8,30,Saturday,Low,High,Medium
TRP-00452,RT-011,Rawalpindi to Peshawar,Pak Urban Transport,QTA-9721,Mini Bus,Rawalpindi,Peshawar,2025-04-21,Weekday,18:55,23:38,251,283,32,20,35,57.14,250,5000,34.1,DRV-0154,Rainy,Moderate,Completed,18,23.0,2025,April,4,21,Monday,Low,High,Medium
TRP-00453,RT-026,Sialkot to Lahore,Pak Urban Transport,KHI-4276,AC,Sialkot,Lahore,2025-02-16,Weekend,04:30,07:42,185,192,7,36,40,90.0,205,7380,40.0,DRV-0171,Sunny,Low,Completed,4,7.0,2025,February,2,16,Sunday,Low,Minor,Full
TRP-00454,RT-012,Islamabad to Rawalpindi,Green Line Express,ISB-4105,Mini Bus,Islamabad,Rawalpindi,2025-11-16,Weekend,10:40,11:44,59,64,5,11,31,35.48,80,880,2.6,DRV-0168,Sunny,Low,Completed,10,11.0,2025,November,11,16,Sunday,Low,On Time,Low
TRP-00455,RT-013,Lahore to Sialkot,Pak Urban Transport,SGD-5562,Standard,Lahore,Sialkot,2025-11-29,Weekend,15:00,18:33,183,213,30,38,41,92.68,190,7220,39.3,DRV-0146,Sunny,High,Completed,15,18.0,2025,November,11,29,Saturday,Low,Moderate,Full
TRP-00456,RT-019,Faisalabad to Lahore,Blue Line Transit,SGD-3177,Electric,Faisalabad,Lahore,2025-06-20,Weekday,09:50,13:58,158,248,90,27,50,54.0,185,4995,7.2,DRV-0164,Dust Storm,High,Delayed,9,13.0,2025,June,6,20,Friday,Low,Critical,Medium
TRP-00457,RT-005,Hyderabad to Karachi,Green Line Express,QTA-8020,AC,Hyderabad,Karachi,2025-05-05,Weekday,06:00,09:58,237,238,1,26,55,47.27,225,5850,47.9,DRV-0154,Sunny,Low,Completed,6,9.0,2025,May,5,5,Monday,Low,On Time,Medium
TRP-00458,RT-004,Quetta to Multan,Sindh Rapid Transit,SGD-1648,Electric,Quetta,Multan,2025-09-24,Weekday,17:50,03:48,581,598,17,15,40,37.5,620,9300,35.1,DRV-0171,Sunny,Moderate,Completed,17,3.0,2025,September,9,24,Wednesday,Low,Moderate,Low
